order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amount
42,815,2,Bacon,West Colin,2017-05-18,5,73.62
36,909,10,Hat,Harveyport,2004-08-15,5,70.6
51,340,9,Computer,Howardburgh,2014-01-17,8,60.51
84,725,6,Keyboard,Kimberlymouth,2026-03-19,7,66.46
60,946,10,Tuna,Port Patriciafurt,2014-12-16,7,55.53
23,203,6,Tuna,Port Karenton,2018-07-22,9,45.34
54,292,3,Salad,New Meganshire,2016-01-23,10,46.23
29,173,7,Ball,Lake Linda,2007-07-29,6,49.15
23,383,10,Tuna,Woodshire,2012-11-17,3,16.44
92,557,7,Pants,West Dylan,2016-04-24,10,51.63
55,627,1,Chicken,East Josestad,2021-03-09,6,45.6
46,626,5,Chips,Diazland,2020-05-18,9,22.73
51,487,5,Shirt,Robertfurt,2006-04-14,9,71.43
10,272,1,Salad,Hollyland,2016-03-02,7,25.5
5,847,1,Mouse,Mackshire,2011-04-08,8,11.55
91,904,9,Keyboard,Sototown,2014-12-28,3,34.37
59,399,1,Table,Lake Wendy,2017-01-28,5,47.56
15,653,6,Bacon,New Tiffany,2026-08-12,10,60.3
39,425,8,Computer,Stephenview,2009-10-29,4,45.13
22,574,3,Fish,New Joelfurt,2015-06-06,4,13.42
67,526,7,Tuna,South Brittanyview,2009-10-26,2,17.45
80,752,10,Cheese,East Tina,2021-07-13,8,49.67
83,272,9,Pants,Barrbury,2000-05-28,6,70.32
85,500,4,Computer,East Brianport,2017-01-27,9,66.43
48,833,4,Bacon,Pamelaside,2008-08-25,9,74.91
36,937,4,Ball,Cameronside,2004-01-20,10,24.34
58,900,9,Pants,Amyview,2025-09-17,6,50.96
7,539,5,Hat,Sanchezport,2006-02-14,5,24.54
42,560,9,Mouse,Lake Alyssa,2020-08-01,7,19.57
71,97,6,Keyboard,South Michael,2013-05-03,10,73.37
83,772,10,Ball,Lake Crystal,2013-02-10,4,11.24
91,680,4,Bacon,South Paula,2018-07-21,6,74.52
33,298,8,Gloves,East Andrewtown,2006-07-17,8,18.34
38,550,1,Tuna,New Shawn,2020-04-28,1,44.12
22,797,6,Cheese,West Lindsayland,2005-09-21,9,18.23
16,196,3,Table,South Luis,2006-12-18,3,61.27
14,879,10,Gloves,Williamsland,2021-06-18,6,69.74108730404262
28,654,7,Bacon,New Rebekahstad,2005-07-06,8,31.77
91,193,8,Ball,New Charleston,2003-06-12,2,47.11
9,804,8,Pants,Samuelton,2021-06-28,10,40.12
77,544,4,Pants,Simonview,2004-11-21,4,49.18
25,525,8,Computer,Novakhaven,2019-07-02,1,73.95
1,279,8,Soap,Stephanieburgh,2010-10-17,0,67.46
16,78,2,Table,Sarahmouth,2025-10-01,1,56.94
2,463,4,Chicken,Powellside,2011-12-13,8,25.89
64,770,10,Car,Dominguezland,2002-07-03,8,58.71
88,98,8,Car,Deannaport,2002-01-11,8,39.51
5,313,8,Chips,Albertchester,2018-03-31,2,26.5
20,304,8,Chair,Belltown,2021-03-07,1,43.3
85,675,4,Bacon,Scotthaven,2023-05-05,7,20.47
50,92,4,Ball,Jasonchester,2021-07-09,5,47.48
98,518,4,Car,Davisfort,2026-05-29,1,65.79
72,611,5,Table,Lake Chad,2020-07-15,10,51.36
38,735,3,Ball,Port Crystalborough,2019-02-12,9,20.92
24,338,2,Chips,Lake Samuel,2009-04-09,0,12.14
55,567,10,Mouse,Richardburgh,2004-06-25,4,33.63
95,535,1,Keyboard,East Sara,2019-06-13,4,45.65
49,504,8,Sausages,West Lorishire,2012-04-01,2,50.65
62,962,5,Sausages,North Johnmouth,2010-07-13,8,38.68
67,803,7,Bike,Thompsonland,2008-08-07,2,22.22
30,243,4,Keyboard,West Julieport,2004-07-31,5,11.34
39,315,4,Car,West Alex,2014-07-30,1,37.74
56,71,7,Cheese,Meganchester,2021-07-28,6,47.45
81,924,6,Hat,East Jenniferville,2011-01-06,8,43.8
60,959,5,Keyboard,Mcmahonburgh,2014-04-04,1,43.33
94,981,1,Shirt,Richardland,2021-01-16,3,74.7
88,223,10,Pants,Saraville,2015-03-10,1,67.49
48,872,2,Pants,East Justinberg,2002-05-15,4,18.87
31,94,4,Tuna,Wilsonside,2001-03-04,3,47.92
91,723,1,Table,Port Ruth,2018-07-30,8,12.47
34,732,4,Chair,Henryburgh,2017-08-05,1,56.61
80,747,2,Salad,West Austin,2018-05-11,1,50.34
61,173,1,Car,Harttown,2020-11-16,9,30.66
55,219,3,Chair,Beanhaven,2022-03-17,4,54.2
73,51,9,Soap,Lake Deborah,2008-12-10,7,63.69
9,876,10,Cheese,Ericaburgh,2007-11-23,2,65.71
38,334,8,Cheese,New Robert,2012-10-09,7,37.3
75,777,2,Chips,West Robinmouth,2012-04-20,4,56.3
74,128,4,Shoes,Joshuashire,2019-01-25,5,11.12
29,953,10,Tuna,Lake Darrellhaven,2013-03-20,6,24.32
52,149,10,Shoes,Gonzalezstad,2007-07-11,9,47.39
30,246,7,Pants,Keithfort,2025-12-25,4,56.84
43,652,9,Pizza,Lisafurt,2022-10-23,2,31.56
55,490,2,Sausages,Pittmanberg,2005-07-25,4,36.75
25,269,7,Shoes,Brandonchester,2013-05-12,3,22.1
28,679,5,Tuna,Georgeborough,2007-03-10,8,53.14
24,510,8,Shoes,Lake Brittany,2011-05-31,4,72.12
29,963,9,Chair,New Allisontown,2025-04-03,6,66.84
50,564,3,Soap,Austinchester,2014-11-10,1,22.53
49,305,1,Salad,Loganberg,2017-01-27,1,44.8
11,417,7,Pizza,Port Crystal,2026-03-09,9,53.94
15,440,2,Fish,Lonnieborough,2018-04-25,7,71.8
21,963,2,Bacon,West Anna,2006-03-20,3,15.21
46,382,1,Hat,Howeport,2000-04-01,5,68.82
21,961,6,Cheese,Jessicashire,2013-04-11,5,48.94
95,610,7,Chicken,Kathleenshire,2021-03-06,10,55.72
88,178,7,Shoes,Nortonfort,2026-06-21,6,69.41
5,54,6,Computer,Burkeberg,2011-10-04,7,29.4
18,493,7,Bike,West David,2001-07-18,8,29.31
77,459,8,Bacon,Hudsonmouth,2025-06-18,3,44.5
78,727,7,Pants,North Tinaville,2015-02-26,5,14.91
95,687,5,Computer,Kelleyfort,2017-02-15,10,13.22
57,110,8,Car,West Melissahaven,2026-10-24,7,19.89631947180031
40,50,8,Table,Campbellfurt,2000-10-24,9,31.23
40,855,9,Chair,New Jasmineborough,2003-11-20,10,18.27
13,462,2,Sausages,Evansshire,2000-03-01,6,15.59
74,675,9,Shirt,Holmesborough,2012-06-21,1,65.76
13,171,9,Ball,West Tammy,2025-03-22,10,60.83
35,396,8,Fish,East Annette,2017-07-07,10,70.29
76,643,5,Towels,Kevinchester,2000-11-26,9,37.7
91,915,9,Sausages,West Ronniechester,2005-05-22,1,58.56
63,633,3,Pizza,East Adamstad,2014-07-21,0,22.79
93,869,4,Salad,Contrerasfort,2011-04-18,5,57.16
91,806,10,Bike,East Jacquelinemouth,2002-05-20,8,35.87
64,872,8,Tuna,South Robert,2012-05-18,2,69.37
92,222,10,Car,Leahmouth,2018-05-30,2,50.45
83,773,7,Chicken,New Andrewville,2012-07-19,2,33.43
78,280,3,Gloves,South William,2022-01-23,6,13.88
72,133,4,Soap,East Leslie,2002-12-28,5,14.24
65,727,10,Car,Jonesport,2013-05-05,1,53.12
58,984,10,Computer,North Charleshaven,2022-09-11,7,47.11
43,501,5,Soap,South Lindsey,2026-11-30,9,55.5
12,673,9,Chair,East Emilyfort,2006-11-26,2,38.65
55,100,1,Car,Reedshire,2006-05-02,5,66.93
22,193,4,Mouse,New Karenborough,2005-10-03,8,19.12
63,955,9,Bacon,Dawnstad,2021-05-02,7,66.56
3,165,4,Cheese,Cooperfort,2015-12-05,4,70.74
6,856,1,Hat,Kyleport,2016-08-21,0,30.92
86,362,1,Ball,East Lauraborough,2025-01-25,8,16.986392083814682
78,594,6,Hat,South Phillip,2018-10-23,2,33.77
84,183,3,Table,Michaelburgh,2004-03-13,2,18.922129583115694
57,455,3,Shoes,Lisamouth,2014-02-16,4,54.45
3,415,7,Mouse,Banksfort,2014-07-12,9,28.2
96,485,1,Ball,North Walter,2026-07-15,10,62.23
51,429,10,Sausages,Mariaburgh,2025-09-14,9,25.33
15,348,4,Chips,South Johnshire,2017-04-30,0,31.33
66,476,5,Keyboard,Lake Kennethport,2006-08-25,0,53.7
60,899,5,Chicken,Hernandezborough,2001-10-27,3,14.34
94,891,9,Tuna,Terrymouth,2021-06-20,3,52.5
54,404,9,Chair,Allisonfort,2018-03-29,10,74.89
2,991,8,Table,Coleberg,2006-12-11,8,43.11
73,159,3,Shoes,Normaview,2002-07-25,4,64.84
32,222,3,Gloves,Christopherhaven,2011-09-28,10,11.23
10,826,4,Chair,Bennettville,2011-11-06,9,15.36
4,190,6,Bacon,Robertsborough,2007-06-21,4,68.38
92,868,1,Chips,Gonzalezville,2014-05-02,3,12.7
7,504,2,Chips,Andrewfort,2011-09-27,5,72.39
86,718,10,Pizza,Port Kevin,2014-01-08,3,64.95
97,65,4,Pizza,Danielstad,2015-08-20,10,28.59
75,426,8,Hat,West Meganfurt,2007-12-07,4,63.0
52,476,1,Shirt,West Amanda,2017-10-22,2,54.3
23,83,7,Hat,Lake Amanda,2017-05-20,4,15.26
96,683,4,Salad,Wheelerville,2009-05-11,7,55.95
31,214,5,Ball,Doyleborough,2026-09-03,10,64.44
29,615,2,Shirt,Port Timothy,2025-09-08,4,70.66
88,517,7,Hat,Matthewfurt,2009-07-15,3,48.43
40,877,5,Tuna,Reyeschester,2025-01-03,5,53.79
96,626,8,Gloves,Johnsonmouth,2008-09-06,3,43.72
92,673,10,Hat,Johnsonfort,2003-07-07,1,71.47
90,970,9,Bacon,Bishopview,2021-08-15,4,15.49
34,335,4,Table,East Richardside,2005-06-11,8,11.94
0,509,1,Computer,Davisberg,2011-06-24,6,20.0
37,789,6,Keyboard,Jacksonfurt,2011-05-31,2,56.35
78,471,7,Ball,West Paula,2013-06-05,3,45.49
37,569,10,Gloves,Robertbury,2025-05-29,0,44.56
20,147,10,Salad,West James,2023-02-27,10,16.98
2,572,9,Cheese,Parkerview,2005-03-03,1,46.73
84,806,8,Shoes,Lake Richard,2008-06-02,0,48.8
75,531,7,Salad,East Thomasbury,2018-11-19,6,50.2
35,990,4,Pants,North Angela,2008-01-18,4,49.67
75,560,4,Keyboard,Jeremychester,2005-01-12,1,65.93
2,463,8,Tuna,Derekberg,2019-11-02,4,69.62
6,141,8,Car,Wendyport,2014-03-30,8,66.96
13,430,7,Soap,South Cody,2020-09-30,2,11.7
93,269,5,Towels,Adamchester,2005-09-23,6,67.0
2,255,1,Chips,Clarkfort,2025-08-28,3,15.88
68,451,7,Chicken,West Trevor,2018-10-20,7,40.5
14,820,4,Towels,New Kimberly,2002-11-12,9,55.2
53,678,4,Tuna,East Amandaland,2026-08-07,8,28.92
34,987,7,Table,Brownmouth,2000-09-28,2,27.4
26,917,6,Shoes,Port Charlesmouth,2011-07-12,4,38.32
71,875,4,Mouse,Lake Brandon,2025-05-05,1,58.32
98,555,8,Pants,Lake Tammy,2005-10-16,4,70.56
54,476,9,Sausages,Lake Caseystad,2012-10-02,7,67.57
99,77,10,Gloves,Vincentview,2023-03-27,2,55.24
29,724,8,Soap,Lake Samuel,2021-01-15,5,58.63
54,897,8,Tuna,North Laurabury,2017-04-18,6,62.69
57,168,3,Gloves,South Edwardburgh,2025-03-15,7,54.92
46,879,10,Chips,Leonborough,2005-12-20,5,38.0
56,934,8,Chicken,Lake Meghan,2008-10-30,5,27.2
67,126,10,Bike,Coxstad,2005-06-25,0,26.35
8,192,3,Towels,Joystad,2024-04-10,8,15.87
67,916,4,Hat,Meganberg,2024-03-15,9,29.89
89,729,5,Keyboard,Lake Amandaburgh,2020-04-26,8,18.56
48,608,3,Hat,Wilsonland,2017-10-14,0,50.59
29,64,7,Bike,New Joshuaburgh,2016-04-12,2,65.42
53,285,4,Bike,Martinmouth,2017-06-11,2,59.52
1,897,2,Chips,Mooreview,2010-11-07,0,44.2
26,378,6,Gloves,Sandersfurt,2011-05-31,4,69.88
56,664,1,Bacon,Nashfurt,2019-08-25,1,31.15
84,898,4,Ball,Amandastad,2005-10-21,4,32.75
74,901,5,Cheese,Noahmouth,2006-09-08,1,53.33
57,549,8,Soap,West Christopher,2009-10-07,5,13.39
40,440,6,Ball,Port Amandafurt,2013-09-21,5,26.59
21,933,9,Fish,Melaniefort,2005-04-14,8,54.8
8,107,1,Hat,Port Allisonville,2025-01-28,5,14.16
30,80,7,Tuna,Biancaburgh,2001-02-13,0,18.3
23,471,1,Fish,New Angelamouth,2018-03-18,10,13.61
60,65,3,Chair,West Jason,2019-01-06,4,29.29
25,558,2,Bacon,Kristenville,2001-05-26,0,24.4
37,732,7,Mouse,Jamestown,2019-04-03,8,68.3
34,727,3,Sausages,North Bonnieview,2010-11-15,9,41.47
86,121,1,Chair,Lake Shannonville,2025-03-23,4,45.93
98,305,3,Pizza,Cookport,2007-12-14,2,67.36
8,600,5,Cheese,Port Peterstad,2004-06-30,8,62.89
63,262,4,Tuna,New Carmenberg,2017-07-02,3,22.19
55,301,5,Cheese,South Ronald,2003-12-05,9,33.54
33,831,7,Chair,Fergusonview,2014-04-15,9,17.49
6,415,9,Car,Codyton,2026-12-09,8,70.7
100,442,2,Table,Hunterbury,2026-07-23,2,33.85
2,349,5,Salad,South Kevin,2023-10-20,0,26.85
52,564,3,Chicken,Anthonyfurt,2026-05-05,8,45.14
68,939,3,Shirt,Saraville,2005-10-10,2,65.91
17,163,8,Ball,West Ross,2023-03-02,4,37.96
28,135,9,Shirt,Amandaberg,2004-04-25,0,22.89
32,518,8,Ball,Sharpville,2002-06-02,0,70.92
44,562,2,Salad,North Carlos,2026-04-07,4,74.63
11,471,2,Hat,North Christopherbury,2007-06-24,10,14.7
23,795,1,Pants,Port Zacharymouth,2005-02-02,2,51.35
87,976,5,Mouse,North Nathanielland,2015-04-26,6,11.22
57,288,1,Pizza,Guerreroport,2004-11-11,6,26.4
92,111,1,Soap,South Carolshire,2004-03-09,9,62.75
74,165,9,Salad,New Rebecca,2022-01-24,3,46.29
41,69,6,Hat,West Christopherview,2013-09-10,10,47.13
23,951,8,Ball,Marshallstad,2007-09-23,1,36.68
69,110,10,Bacon,East William,2026-08-22,7,31.3
48,414,2,Ball,South Allison,2022-04-10,5,24.36
14,997,6,Keyboard,New Matthew,2020-12-27,7,42.84
61,990,10,Bacon,Johnchester,2000-10-08,7,64.4
56,440,1,Car,Hamiltonport,2001-02-09,0,50.37
41,248,8,Bacon,New David,2013-08-29,6,29.57
79,915,10,Bike,Jamesville,2008-03-08,4,26.97
77,724,1,Fish,Bruceton,2000-08-08,3,43.37
50,189,10,Table,West Rebeccabury,2023-01-18,1,63.71
48,625,6,Pants,New Paul,2010-07-12,4,31.27
5,300,2,Gloves,North Joel,2010-07-16,2,55.54
72,472,8,Car,Carlton,2002-04-06,3,18.21
44,532,1,Table,Lake Michaelmouth,2025-11-06,8,51.54
35,496,8,Chair,East Randy,2015-05-21,9,26.539352571795806
4,998,6,Hat,East James,2012-09-19,8,17.86
64,606,10,Sausages,Georgechester,2012-07-30,9,54.47
87,227,3,Computer,East Robert,2011-04-02,7,68.3
25,163,2,Cheese,Allenborough,2007-06-04,4,56.52
8,880,1,Bike,West Tamarashire,2016-02-08,0,68.23
97,588,10,Sausages,South Michael,2022-11-24,10,60.37
90,423,8,Table,New Sherrystad,2017-08-10,5,19.72
33,730,2,Shirt,Jamesstad,2002-07-10,9,58.8
73,898,7,Pizza,Rodgersport,2003-06-10,2,26.26
55,571,4,Bacon,Savageburgh,2020-03-13,0,62.68
80,482,8,Pizza,Lake Brianna,2004-09-18,6,19.25
88,253,1,Sausages,Lake Debbieberg,2019-04-11,0,67.88
69,995,6,Car,Erinview,2010-01-01,8,70.22
12,680,10,Towels,West Samuelton,2021-12-17,10,45.97
13,666,8,Mouse,Romanburgh,2001-05-09,5,59.34
57,961,2,Pants,Davisville,2002-10-25,2,40.25
81,892,2,Car,South Marcmouth,2022-12-04,3,20.2
54,957,9,Sausages,East Tonya,2022-04-26,4,49.34
79,351,5,Tuna,Travisport,2017-01-16,10,21.87
54,104,1,Table,Mackchester,2003-09-30,7,10.5
85,826,10,Salad,Gregoryport,2024-05-28,2,28.95
8,473,6,Soap,South Mark,2022-08-25,6,26.47
4,199,2,Bike,Lake Sarah,2018-08-09,8,46.53
63,716,6,Keyboard,Christinemouth,2007-03-01,6,56.1
6,626,5,Pizza,Lake Alexander,2022-10-12,5,26.93
41,76,4,Table,Brownport,2024-03-29,10,20.97
52,306,3,Shoes,Jordanhaven,2026-02-24,1,55.98
93,772,2,Table,East Sheilaland,2011-07-26,1,38.32
69,145,8,Tuna,Port Lesliebury,2021-03-07,0,26.4
75,512,9,Sausages,Ethanburgh,2025-03-31,6,18.29
96,895,7,Cheese,New Jameschester,2014-09-23,4,55.85
73,312,2,Mouse,Davidbury,2012-05-12,8,51.91
67,116,8,Bacon,Stevenmouth,2013-02-01,6,48.31
68,188,9,Shoes,Jessicashire,2008-01-11,7,60.41
11,482,1,Tuna,Monicaborough,2022-11-05,10,51.12
28,390,9,Mouse,Smithview,2015-10-26,2,68.22
38,104,7,Hat,Tammyland,2020-09-19,2,54.71
3,101,4,Mouse,North Elizabeth,2004-12-05,10,24.15
15,504,9,Sausages,Claytonfort,2021-02-14,4,24.85
7,696,3,Pants,Barnesfort,2001-04-15,0,47.7
24,107,6,Mouse,Jerryside,2005-08-15,4,43.3
57,477,5,Bike,New Robert,2016-06-02,0,53.96
73,422,7,Pizza,West Emilyville,2014-05-14,10,67.12
68,646,8,Shoes,East Leslie,2000-02-18,5,45.83
90,781,7,Salad,Fitzpatricktown,2016-04-30,9,44.3
7,838,8,Chair,Mccartyview,2017-02-27,10,53.75
87,202,6,Fish,Lloydstad,2016-09-23,10,21.23
93,457,9,Salad,Gutierreztown,2010-07-11,3,31.25
28,997,6,Pizza,Villarrealside,2016-05-06,7,69.46
86,895,5,Shirt,Wadeshire,2002-06-08,9,73.68
56,993,9,Tuna,Crosbyland,2009-06-07,8,16.89
61,789,5,Ball,East Richard,2013-06-14,4,70.36
10,716,9,Computer,South Matthew,2018-08-01,3,13.93
7,622,9,Mouse,Kingfort,2003-02-06,3,42.62
66,297,4,Hat,North Michellechester,2012-12-23,9,69.16
14,629,2,Shoes,Williamsville,2021-10-10,8,73.53
42,433,5,Soap,Tuckerfurt,2015-12-16,0,29.55
94,139,9,Mouse,Port James,2014-02-27,8,47.17
12,234,4,Bacon,West Denise,2017-10-04,10,67.4
75,214,4,Shirt,Cohenside,2005-12-26,10,30.78
79,290,6,Bacon,Weekshaven,2017-02-09,1,56.78
1,983,6,Sausages,Port Annabury,2012-02-28,3,53.95
87,547,4,Towels,New Jodi,2005-10-20,4,45.99
2,546,8,Soap,West Johnton,2015-02-13,9,40.26
55,807,4,Gloves,South Thomasburgh,2025-09-12,10,30.51
30,526,2,Chips,Mariechester,2003-06-06,0,70.0
89,683,7,Pants,Michelletown,2002-03-27,2,11.87
13,935,2,Bacon,Donaldport,2014-10-18,8,26.33
26,281,9,Computer,Katherinestad,2012-07-04,8,73.17
66,432,10,Salad,South Samuelfurt,2019-07-08,0,65.57
13,992,1,Computer,Joshuastad,2024-11-22,5,70.86
79,841,7,Chair,Dianestad,2007-11-11,8,55.38
93,743,7,Hat,West Timothy,2012-07-30,2,70.32
61,689,7,Computer,Brookeborough,2012-03-02,9,26.7
32,713,9,Computer,Maloneland,2010-01-07,7,15.15
47,418,8,Car,Ashleytown,2026-03-11,0,16.25
81,810,8,Car,Port Tracyton,2018-12-09,8,37.32
70,603,3,Keyboard,North Brianview,2004-12-07,1,57.79
1,787,10,Hat,West Josefurt,2022-12-28,3,14.26
18,682,3,Bike,Powellport,2010-02-25,7,37.23
20,94,1,Shirt,Port Charlesview,2005-04-02,5,13.12
63,671,10,Bacon,Port Sonyaview,2004-12-24,3,27.3
17,871,10,Hat,New Michael,2009-04-01,5,51.3
73,993,3,Tuna,West Juliebury,2014-10-19,2,31.73
9,870,9,Bacon,West Adambury,2020-11-26,4,61.11
82,664,9,Chair,West Keithtown,2015-02-10,2,60.94
6,534,7,Shirt,West Elizabethstad,2024-09-17,5,33.83
61,486,5,Shirt,South Stacybury,2002-10-01,1,26.9
75,343,6,Table,Delacruzport,2004-02-15,2,66.97
39,373,1,Computer,East Erictown,2019-09-30,2,66.64
63,225,9,Mouse,Myersbury,2019-11-29,10,33.38
95,547,4,Chair,Lake Theresaborough,2011-11-18,7,25.5
60,175,2,Gloves,Downsmouth,2019-11-06,3,72.76
39,952,2,Chips,West Marieton,2016-06-14,8,71.78
45,772,3,Tuna,Harrishaven,2012-07-11,0,29.78
66,50,9,Sausages,Bradleystad,2023-11-07,4,70.17
41,260,5,Sausages,East Christine,2011-01-07,9,12.27
94,660,2,Mouse,West Andrewport,2022-08-16,9,48.54
3,897,2,Sausages,North Lindamouth,2020-05-31,4,67.55
90,474,6,Bike,New Scott,2016-08-08,3,56.2
57,135,7,Hat,East Amy,2002-08-23,4,57.31
77,474,1,Ball,Robertfort,2023-09-22,9,45.23
42,195,5,Pizza,South Elizabeth,2009-08-16,4,43.5
53,454,10,Bike,North Deborahstad,2006-08-27,3,25.22
83,207,6,Chair,East Zachary,2023-07-14,6,63.27
52,994,3,Pizza,Leeport,2000-01-02,8,50.39
71,499,1,Ball,West Waltertown,2016-10-02,10,40.26
82,156,7,Towels,Cherylmouth,2017-10-17,5,54.96
16,707,1,Tuna,Lake Donna,2003-08-17,9,54.2
73,194,9,Ball,Freemanborough,2026-08-10,0,26.97
58,711,7,Table,New Debbie,2024-05-12,1,53.43
38,532,8,Computer,Lake Crystal,2024-05-12,9,64.72
52,791,4,Bacon,Jesseburgh,2011-08-09,7,72.92
62,191,6,Chicken,Peggychester,2020-02-13,7,34.51
36,479,3,Table,Port Jennifer,2006-09-21,5,70.57
81,158,5,Bacon,North Karaside,2021-02-28,2,61.91
24,151,6,Keyboard,Matthewmouth,2008-09-04,7,33.12
74,61,4,Bacon,Nelsonfort,2016-12-23,5,74.88
47,879,1,Car,Port Matthew,2015-03-24,4,19.51
67,476,8,Chips,West Roberttown,2009-06-16,6,42.75
15,671,1,Chips,East Benjamin,2016-02-11,1,59.8
55,312,7,Chair,Vargasview,2015-11-28,8,36.37
59,947,9,Keyboard,East Nicoleport,2012-12-07,6,18.13
93,999,1,Hat,Vincentshire,2014-12-18,5,71.45
95,802,5,Chair,West Michael,2010-04-25,4,11.2
54,367,2,Cheese,Lake Robin,2007-01-05,1,26.63
11,50,10,Bike,Cynthialand,2025-12-06,9,69.34
84,542,3,Sausages,Deannashire,2023-11-14,0,59.27
63,368,7,Pizza,North Benjaminberg,2023-04-29,3,19.34
39,992,5,Table,North Larryfurt,2014-11-22,3,15.1
60,272,5,Soap,North Ashley,2008-12-15,3,39.57
56,222,2,Computer,Port Shane,2013-03-27,6,26.98
46,585,5,Bacon,Jacksonmouth,2014-04-16,5,51.63
30,833,5,Bacon,East Danielside,2005-10-23,10,57.57
14,135,4,Bacon,Lake Carlos,2015-04-07,8,17.4
100,990,2,Chips,New Jamesburgh,2015-11-18,6,15.57
1,705,2,Cheese,Huertaberg,2009-06-05,7,66.21
33,911,1,Mouse,Port David,2013-04-24,6,70.36
21,444,1,Mouse,Port Jennifer,2026-07-17,1,26.71
58,876,5,Table,Rebeccashire,2021-11-17,0,47.6
14,594,10,Tuna,Douglasbury,2003-01-22,2,34.31
67,591,5,Table,Crossville,2013-09-23,3,15.48
15,947,7,Car,Brianhaven,2002-10-29,10,46.2
17,134,1,Soap,Port Hannah,2021-05-16,4,42.9
45,263,1,Ball,South James,2026-02-27,7,37.98
43,712,5,Table,Evanstown,2008-10-06,10,45.73
54,466,6,Ball,Robertton,2000-07-04,0,16.2
89,896,1,Sausages,New Bobby,2001-04-11,1,19.15
40,589,7,Ball,New Gwendolyn,2024-11-25,0,36.2
54,141,4,Sausages,Williamshire,2009-12-05,8,49.34
28,777,4,Car,North Theodoreport,2000-05-23,3,50.35
77,954,7,Fish,Kristenchester,2008-10-13,2,34.833641168278945
47,593,7,Gloves,Lake Maureenton,2004-12-06,9,58.6
40,829,9,Bike,Mortonside,2006-07-26,1,67.28
71,281,5,Bacon,Mariabury,2001-02-15,10,70.62
23,457,6,Ball,West David,2004-03-07,4,70.71
74,217,9,Computer,Brandonstad,2006-08-29,10,74.93
16,455,3,Pizza,Garzashire,2022-05-24,5,31.48
26,785,5,Table,Stevenville,2024-07-19,0,69.66
34,578,7,Table,Townsendburgh,2006-02-07,4,19.1
84,862,3,Sausages,Lake Ashleyberg,2016-06-24,6,70.69
34,941,8,Gloves,North Tabithaland,2005-06-23,1,42.2
98,289,7,Chair,East Anna,2026-10-14,7,11.7
29,182,7,Soap,Kaylaville,2024-07-22,9,20.57
14,588,8,Shirt,Craigburgh,2008-05-25,2,34.25
81,327,3,Car,South Michael,2023-09-22,5,40.41
2,689,8,Gloves,North Charleschester,2007-01-27,1,34.8
0,877,7,Chicken,Clarkview,2024-09-21,6,49.15
13,340,6,Table,Andersonburgh,2003-02-10,8,70.58
20,927,9,Cheese,Matthewborough,2001-04-28,5,33.27
33,719,7,Car,Martinezshire,2022-01-25,7,47.3
55,592,3,Shirt,Ramseychester,2017-05-26,3,53.17
56,810,1,Towels,South Corey,2019-09-12,10,61.63
29,445,4,Car,Wardside,2024-06-29,10,25.0
42,396,5,Pants,Lake Cassie,2020-05-02,8,33.32
98,975,6,Pants,North Pamela,2010-02-10,6,66.2
77,586,1,Tuna,Susanland,2005-10-07,8,70.81
23,159,5,Car,South John,2014-02-16,6,46.18
26,764,1,Chips,Moyerside,2000-06-18,4,22.96
42,542,1,Soap,North Rodneyton,2002-09-18,10,29.5
43,736,9,Tuna,North Matthewville,2011-01-22,10,20.57
43,434,6,Salad,Pattersonberg,2010-02-23,2,58.43
22,523,2,Computer,Robertchester,2009-01-31,2,68.8
89,737,2,Cheese,Mendozafurt,2013-12-30,8,35.33
100,143,1,Shirt,Aaronville,2022-06-07,7,27.59
40,555,1,Gloves,Tammyshire,2011-03-13,1,72.88
20,850,7,Table,Loveberg,2025-05-30,7,51.77
50,696,1,Shoes,Wallaceshire,2003-05-18,1,30.29
54,962,8,Gloves,Michaelview,2021-02-12,9,41.37
41,394,9,Shoes,Port Sierra,2006-06-12,2,74.95
98,229,6,Sausages,South Stevenhaven,2005-04-04,10,34.3
26,712,10,Mouse,Blanchardport,2008-04-16,8,39.51
32,393,2,Pants,South Brooke,2008-09-06,7,51.1
47,557,5,Cheese,Michaelhaven,2026-11-29,8,62.97
50,288,10,Salad,Wellsview,2016-11-04,5,64.36
30,724,10,Gloves,East Anita,2024-07-25,1,28.27
46,576,10,Bike,South Marc,2021-08-27,6,37.19
39,53,4,Salad,New Daniel,2019-10-21,9,67.54
11,463,6,Fish,North Danielle,2017-09-09,8,71.79
81,91,8,Towels,Matthewhaven,2000-02-12,1,51.83
57,356,4,Bacon,Anthonystad,2005-09-29,8,73.74
85,424,9,Mouse,Natalieburgh,2003-09-16,0,31.31
29,829,3,Sausages,North Trevortown,2003-02-03,9,32.18
22,955,1,Shoes,East Georgeland,2017-04-16,2,41.69
34,555,10,Tuna,Angelaport,2011-04-27,3,42.6
92,265,9,Keyboard,Batesburgh,2011-06-04,10,35.87
47,334,7,Towels,Edwardstown,2006-08-20,2,72.51
10,487,4,Hat,Brandonland,2022-12-04,1,29.45
65,470,5,Chips,Linfort,2007-03-20,7,14.74
37,410,1,Bacon,East Amyburgh,2000-08-14,3,15.6
64,199,8,Salad,West Dawnfurt,2003-07-16,0,28.624181411154108
60,549,4,Chair,Johnsonmouth,2007-05-28,0,51.6
